,Serial_Number,Roll_Num,Uni_ID,Student Name,AML3201,CSL2301,CSL3307,CSL4207,CSL4208,CSL4305,CSL4318,CSL4336,CSL5210,CSP2301,ECL3311,GEW1601,GEW1603,GEW1604,GEW1605,GEW1607,GEW1608,GEW1609,GEW1610,GEW1611,GEW1613,HUL2401,HUL3301,AMP1201,CSP1307,CSP2210,ECP1311,total
0, 1,10123411,20012001,AAA AAA1,0.0,81.82,0.0,91.55,87.72,0.0,83.33,76.74,0.0,88.89,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,83.87
1, 2,10123412,20012002,AAA AAA2,93.33,90.0,0.0,77.19,86.21,0.0,0.0,0.0,86.67,87.1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,100.0,0,0,0,86.67,0.0,81.97,0.0,85.56
2, 3,10123413,20012003,AAA AAA3,71.11,76.67,0.0,75.44,74.14,0.0,0.0,0.0,80.0,80.65,0.0,0.0,0.0,0.0,100,0,0.0,0.0,0.0,0.0,0,0,0,86.67,0.0,75.41,0.0,77.56
3, 4,10123414,20012004,AAA AAA4,0.0,78.79,0.0,81.69,85.96,0.0,86.67,86.05,0.0,85.19,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,84.79
4, 5,10123415,20012005,AAA AAA5,0.0,78.79,0.0,85.92,82.46,0.0,93.33,81.4,0.0,81.48,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,84.56
5, 6,10123416,20012006,AAA AAA6,84.44,83.33,0.0,75.44,86.21,0.0,0.0,0.0,80.0,87.1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,100.0,0,0,0,86.67,0.0,77.05,0.0,82.22
6, 7,10123417,20012007,AAA AAA7,73.33,76.67,0.0,75.44,75.86,0.0,0.0,0.0,73.33,80.65,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100,0,0,80.0,0.0,70.49,0.0,75.78
7, 8,10123418,20012008,AAA AAA8,86.67,73.33,0.0,77.19,77.59,0.0,0.0,0.0,80.0,83.87,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,100.0,0,0,0,73.33,0.0,73.77,0.0,78.67
8, 9,10123419,20012009,AAA AAA9,84.44,86.67,0.0,75.44,82.76,0.0,0.0,0.0,86.67,87.1,0.0,0.0,0.0,0.0,100,0,0.0,0.0,0.0,0.0,0,0,0,80.0,0.0,77.05,0.0,82.0
9, 10,10123420,20012010,AAA AAA10,82.22,76.67,0.0,80.7,82.76,0.0,0.0,0.0,86.67,85.48,0.0,0.0,0.0,0.0,100,0,0.0,0.0,0.0,0.0,0,0,0,80.0,0.0,73.77,0.0,80.67
10, 11,10123421,20012011,AAA AAA11,86.67,86.67,0.0,73.68,84.48,0.0,0.0,0.0,93.33,83.87,0.0,0.0,0.0,0.0,100,0,0.0,0.0,0.0,0.0,0,0,0,80.0,0.0,77.05,0.0,82.22
11, 12,10123422,20012012,AAA AAA12,88.89,80.0,0.0,80.7,82.76,0.0,0.0,0.0,86.67,90.32,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,100.0,0,0,0,93.33,0.0,86.89,0.0,86.67
12, 13,10123423,20012013,AAA AAA13,86.67,80.0,0.0,75.44,79.31,0.0,0.0,0.0,80.0,83.87,0.0,0.0,0.0,0.0,100,0,0.0,0.0,0.0,0.0,0,0,0,86.67,0.0,75.41,0.0,80.44
13, 14,10123424,20012014,AAA AAA14,75.56,73.33,0.0,73.68,74.14,0.0,0.0,0.0,80.0,77.42,0.0,0.0,0.0,0.0,0,0,100.0,0.0,0.0,0.0,0,0,0,66.67,0.0,68.85,0.0,74.0
14, 15,10123425,20012015,AAA AAA15,93.33,96.67,0.0,87.72,89.66,0.0,0.0,0.0,100.0,90.32,0.0,0.0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,0,0,0,86.67,0.0,86.89,0.0,90.44
15, 16,10123426,20012016,AAA AAA16,0.0,81.82,0.0,80.28,77.19,0.0,76.67,76.74,0.0,79.63,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,78.11
16, 17,10123427,20012017,AAA AAA17,0.0,90.91,0.0,100.0,91.23,0.0,100.0,83.72,0.0,94.44,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,92.63
17, 18,10123428,20012018,AAA AAA18,0.0,78.79,0.0,88.73,78.95,0.0,83.33,81.4,0.0,81.48,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,82.49
18, 19,10123429,20012019,AAA AAA19,100.0,93.33,0.0,94.74,94.83,0.0,0.0,0.0,93.33,96.77,0.0,0.0,0.0,0.0,100,0,0.0,0.0,0.0,0.0,0,0,0,100.0,0.0,96.72,0.0,96.44
19, 20,10123430,20012020,AAA AAA20,0.0,81.82,0.0,83.1,84.21,0.0,93.33,83.72,0.0,74.07,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,84.33
20, 21,10123431,20012021,AAA AAA21,86.67,80.0,0.0,78.95,82.76,0.0,0.0,0.0,86.67,80.65,0.0,0.0,0.0,0.0,100,0,0.0,0.0,0.0,0.0,0,0,0,86.67,0.0,80.33,0.0,82.67
21, 22,10123432,20012022,AAA AAA22,71.11,76.67,0.0,70.18,68.97,0.0,0.0,0.0,80.0,77.42,0.0,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0,0,0,73.33,0.0,72.13,0.0,74.0
22,,10123433,20012023,AAA AAA23,73.33,76.67,0.0,73.68,70.69,0.0,0.0,0.0,80.0,77.42,0.0,0.0,0.0,0.0,0,0,0.0,0.0,87.5,0.0,0,0,0,76.67,0.0,73.77,0.0,75.11
23, 24,10123434,20012024,AAA AAA24,82.22,86.67,0.0,71.93,79.31,0.0,0.0,0.0,80.0,87.1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,0,0,0,73.33,0.0,73.77,0.0,79.11
24, 25,10123435,20012025,AAA AAA25,86.67,76.67,0.0,75.44,81.03,0.0,0.0,0.0,76.67,79.03,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,100.0,0,0,0,86.67,0.0,75.41,0.0,79.56
25, 26,10123436,20012026,AAA AAA26,80.0,80.0,0.0,75.44,81.03,0.0,0.0,0.0,86.67,77.42,0.0,0.0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,0,0,0,86.67,0.0,74.59,0.0,79.33
26, 27,10123437,20012027,AAA AAA27,75.56,83.33,0.0,77.19,75.86,0.0,0.0,0.0,80.0,77.42,0.0,0.0,100.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,86.67,0.0,78.69,0.0,79.33
27, 28,10123438,20012028,AAA AAA28,75.56,76.67,0.0,75.44,75.86,0.0,0.0,0.0,80.0,77.42,0.0,0.0,100.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,83.33,0.0,75.41,0.0,77.56
28, 29,10123439,20012029,AAA AAA29,75.56,73.33,0.0,77.19,75.86,0.0,0.0,0.0,76.67,75.81,0.0,0.0,0.0,0.0,0,100,0.0,0.0,0.0,0.0,0,0,0,80.0,0.0,76.23,0.0,77.11
29, 30,10123440,20012030,AAA AAA30,75.56,80.0,0.0,75.44,72.41,0.0,0.0,0.0,73.33,75.81,0.0,0.0,0.0,0.0,0,0,0.0,0.0,87.5,0.0,0,0,0,83.33,0.0,72.13,0.0,75.33
30, 31,10123441,20012031,AAA AAA31,71.11,73.33,0.0,71.93,72.41,0.0,0.0,0.0,60.0,74.19,0.0,0.0,87.5,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,73.33,0.0,70.49,0.0,71.78
31, 32,10123442,20012032,AAA AAA32,84.44,76.67,0.0,77.19,72.41,0.0,0.0,0.0,80.0,83.87,0.0,0.0,0.0,0.0,0,0,87.5,0.0,0.0,0.0,0,0,0,73.33,0.0,75.41,0.0,78.0
32, 33,10123443,20012033,AAA AAA33,86.67,93.33,0.0,89.09,85.71,0.0,0.0,0.0,93.75,89.29,0.0,0.0,0.0,0.0,0,0,100.0,0.0,0.0,0.0,0,0,0,86.67,0.0,81.36,0.0,87.21
33, 34,10123444,20012034,AAA AAA34,82.22,80.0,0.0,78.18,89.29,0.0,0.0,0.0,75.0,85.71,0.0,0.0,0.0,0.0,0,0,0.0,0.0,87.5,0.0,0,0,0,93.33,0.0,76.27,0.0,81.74
34, 35,10123445,20012035,AAA AAA35,84.44,83.33,0.0,76.36,85.71,0.0,0.0,0.0,75.0,82.14,0.0,0.0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,0,0,0,86.67,0.0,79.66,0.0,81.96
35, 36,10123446,20012036,AAA AAA36,80.0,80.0,0.0,74.55,85.71,0.0,0.0,0.0,75.0,85.71,0.0,0.0,0.0,0.0,100,0,0.0,0.0,0.0,0.0,0,0,0,86.67,0.0,74.58,0.0,80.14
36, 37,10123447,20012037,AAA AAA37,80.0,76.67,0.0,80.0,82.14,0.0,0.0,0.0,81.25,87.5,0.0,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0,0,0,86.67,0.0,76.27,0.0,81.28
37, 38,10123448,20012038,AAA AAA38,0.0,78.79,0.0,88.73,84.21,0.0,96.67,83.72,0.0,81.48,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,86.64
38, 39,10123449,20012039,AAA AAA39,77.78,76.67,0.0,76.36,80.36,0.0,0.0,0.0,81.25,82.14,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,100.0,0,0,0,86.67,0.0,72.88,0.0,78.77
39, 40,10123450,20012040,AAA AAA40,80.0,83.33,0.0,81.82,80.36,0.0,0.0,0.0,81.25,82.14,0.0,0.0,0.0,0.0,100,0,0.0,0.0,0.0,0.0,0,0,0,80.0,0.0,79.66,0.0,81.51
40, 41,10123451,20012041,AAA AAA41,48.89,50.0,0.0,52.73,64.29,0.0,0.0,0.0,62.5,64.29,0.0,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0,0,0,66.67,0.0,38.98,0.0,54.79
41, 42,10123452,20012042,AAA AAA42,88.89,83.33,0.0,83.64,85.71,0.0,0.0,0.0,90.63,91.07,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,100.0,0,0,0,93.33,0.0,79.66,0.0,86.07
42, 43,10123453,20012043,AAA AAA43,0.0,78.79,0.0,87.32,82.46,0.0,96.67,83.72,0.0,85.19,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,86.64
43, 44,10123454,20012044,AAA AAA44,75.56,83.33,0.0,76.36,75.0,0.0,0.0,0.0,81.25,78.57,0.0,0.0,0.0,0.0,0,0,0.0,100.0,0.0,0.0,0,0,0,80.0,0.0,76.27,0.0,78.31
44, 45,10123455,20012045,AAA AAA45,75.56,80.0,0.0,74.55,75.0,0.0,0.0,0.0,75.0,76.79,0.0,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0,0,0,80.0,0.0,74.58,0.0,76.71
45, 46,10123456,20012046,AAA AAA46,0.0,75.76,0.0,84.51,84.21,0.0,93.33,79.07,0.0,81.48,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,83.64
46, 47,10123457,20012047,AAA AAA47,77.78,76.67,0.0,81.82,82.14,0.0,0.0,0.0,93.75,82.14,0.0,0.0,0.0,0.0,100,0,0.0,0.0,0.0,0.0,0,0,0,93.33,0.0,80.51,0.0,83.11
47, 48,10123458,20012048,AAA AAA48,80.0,83.33,0.0,87.27,82.14,0.0,0.0,0.0,93.75,83.93,0.0,0.0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,0,0,0,86.67,0.0,79.66,0.0,84.02
48, 49,10123459,20012049,AAA AAA49,75.56,76.67,0.0,76.36,78.57,0.0,0.0,0.0,81.25,78.57,0.0,0.0,0.0,0.0,0,0,0.0,100.0,0.0,0.0,0,0,0,80.0,0.0,75.42,0.0,78.08
49, 50,10123460,20012050,AAA AAA50,77.78,86.67,0.0,76.36,89.29,0.0,0.0,0.0,87.5,96.43,0.0,0.0,0.0,0.0,0,0,75.0,0.0,0.0,0.0,0,0,0,80.0,0.0,75.42,0.0,82.19
50, 51,10123461,20012051,AAA AAA51,91.11,96.67,0.0,87.27,91.07,0.0,0.0,0.0,87.5,100.0,0.0,0.0,0.0,0.0,0,0,100.0,0.0,0.0,0.0,0,0,0,80.0,0.0,89.83,0.0,91.1
51, 52,10123462,20012052,AAA AAA52,84.44,80.0,0.0,76.36,80.36,0.0,0.0,0.0,87.5,85.71,0.0,0.0,0.0,0.0,100,0,0.0,0.0,0.0,0.0,0,0,0,86.67,0.0,78.81,0.0,82.19
52,,10123463,20012053,AAA AAA53,75.56,76.67,0.0,76.36,64.29,0.0,0.0,0.0,75.0,78.57,0.0,0.0,75.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,86.67,0.0,71.19,0.0,74.2
53, 54,10123464,20012054,AAA AAA54,46.67,40.0,0.0,45.45,42.86,0.0,0.0,0.0,37.5,62.5,0.0,0.0,0.0,0.0,0,0,75.0,0.0,0.0,0.0,0,0,0,60.0,0.0,54.24,0.0,50.91
54, 55,10123465,20012055,AAA AAA55,0.0,75.76,0.0,85.92,89.47,0.0,100.0,74.42,0.0,77.78,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,84.1
55, 56,10123466,20012056,AAA AAA56,82.22,83.33,0.0,76.36,87.5,0.0,0.0,0.0,75.0,89.29,0.0,0.0,0.0,0.0,0,0,87.5,0.0,0.0,0.0,0,0,0,93.33,0.0,79.66,0.0,82.88
56, 57,10123467,20012057,AAA AAA57,91.11,86.67,0.0,85.45,94.64,0.0,0.0,0.0,93.75,94.64,0.0,0.0,0.0,0.0,100,0,0.0,0.0,0.0,0.0,0,0,0,86.67,0.0,89.83,0.0,90.87
57, 58,10123468,20012058,AAA AAA58,82.22,80.0,0.0,78.18,87.5,0.0,0.0,0.0,75.0,80.36,0.0,0.0,0.0,0.0,100,0,0.0,0.0,0.0,0.0,0,0,0,86.67,0.0,77.12,0.0,81.05
58, 59,10123469,20012059,AAA AAA59,77.78,83.33,0.0,89.09,89.29,0.0,0.0,0.0,87.5,83.93,0.0,0.0,87.5,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,80.0,0.0,79.66,0.0,83.56
59, 60,10123470,20012060,AAA AAA60,84.44,86.67,0.0,78.18,83.93,0.0,0.0,0.0,81.25,94.64,0.0,0.0,0.0,0.0,0,0,100.0,0.0,0.0,0.0,0,0,0,80.0,0.0,77.97,0.0,83.33
60, 61,10123471,20012061,AAA AAA61,88.89,96.67,0.0,85.45,89.29,0.0,0.0,0.0,87.5,100.0,0.0,0.0,0.0,0.0,0,0,100.0,0.0,0.0,0.0,0,0,0,80.0,0.0,86.44,0.0,89.5
61, 62,10123472,20012062,AAA AAA62,91.11,96.67,0.0,83.64,92.86,0.0,0.0,0.0,87.5,100.0,0.0,0.0,0.0,0.0,0,0,100.0,0.0,0.0,0.0,0,0,0,86.67,0.0,88.14,0.0,90.87
62, 63,10123473,20012063,AAA AAA63,77.78,80.0,0.0,76.36,85.71,0.0,0.0,0.0,68.75,92.86,0.0,0.0,0.0,0.0,100,0,0.0,0.0,0.0,0.0,0,0,0,80.0,0.0,76.27,0.0,80.59
63, 64,10123474,20012064,AAA AAA64,84.44,93.33,0.0,78.18,80.36,0.0,0.0,0.0,87.5,92.86,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,100.0,0,0,0,86.67,0.0,77.97,0.0,84.02
64, 65,10123475,20012065,AAA AAA65,81.82,75.0,0.0,83.61,78.69,0.0,0.0,0.0,92.86,86.67,0.0,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0,0,0,82.76,0.0,85.25,0.0,84.19
65, 66,10123476,20012066,AAA AAA66,0.0,81.82,0.0,81.69,87.72,0.0,90.0,81.4,0.0,81.48,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,84.1
66, 67,10123477,20012067,AAA AAA67,75.0,75.0,0.0,83.61,75.41,0.0,0.0,0.0,85.71,76.67,0.0,0.0,0.0,0.0,0,25,0.0,0.0,0.0,0.0,0,0,0,75.86,0.0,81.97,0.0,77.28
67, 68,10123478,20012068,AAA AAA68,0.0,96.97,0.0,100.0,98.25,0.0,100.0,93.02,0.0,96.3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,97.0
68, 69,10123479,20012069,AAA AAA69,79.55,57.14,0.0,73.77,68.85,0.0,0.0,0.0,71.43,76.67,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,75.86,0.0,75.41,0.0,70.82
69, 70,10123480,20012070,AAA AAA70,75.0,78.57,0.0,78.69,77.05,0.0,0.0,0.0,85.71,76.67,0.0,0.0,0.0,0.0,100,0,0.0,0.0,0.0,0.0,0,0,0,82.76,0.0,78.69,0.0,79.29
70, 71,10123481,20012071,AAA AAA71,0.0,75.76,0.0,85.92,89.47,0.0,100.0,81.4,0.0,84.62,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,87.04
71, 72,10123482,20012072,AAA AAA72,81.82,78.57,0.0,73.77,78.69,0.0,0.0,0.0,78.57,70.0,0.0,0.0,0.0,0.0,0,100,0.0,0.0,0.0,0.0,0,0,0,82.76,0.0,78.69,0.0,78.17
72, 73,10123483,20012073,AAA AAA73,88.64,89.29,0.0,81.97,81.97,0.0,0.0,0.0,85.71,86.67,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,82.76,0.0,90.16,0.0,86.86
73, 74,10123484,20012074,AAA AAA74,81.82,75.0,0.0,80.33,80.33,0.0,0.0,0.0,85.71,83.33,0.0,0.0,100.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,82.76,0.0,86.89,0.0,83.52
74, 75,10123485,20012075,AAA AAA75,81.82,85.71,0.0,95.08,86.89,0.0,0.0,0.0,85.71,93.33,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,82.76,0.0,95.08,0.0,90.65
75, 76,10123486,20012076,AAA AAA76,59.09,75.0,0.0,60.66,57.38,0.0,0.0,0.0,64.29,66.67,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,62.07,0.0,62.3,0.0,63.92
76, 77,10123487,20012077,AAA AAA77,0.0,78.79,0.0,83.1,89.47,0.0,96.43,76.74,0.0,88.46,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,84.98
77, 78,10123488,20012078,AAA AAA78,63.64,46.43,0.0,63.93,73.77,0.0,0.0,0.0,85.71,23.33,0.0,0.0,100.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,82.76,0.0,75.41,0.0,65.7
78, 79,10123489,20012079,AAA AAA79,0.0,78.79,0.0,90.14,89.47,0.0,100.0,86.05,0.0,84.62,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,89.35
79,,10123490,20012080,AAA AAA80,75.0,75.0,0.0,77.05,77.05,0.0,0.0,0.0,78.57,73.33,0.0,0.0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,0,0,0,75.86,0.0,75.41,0.0,76.61
80, 81,10123491,20012081,AAA AAA81,34.09,21.43,0.0,32.79,19.67,0.0,0.0,0.0,28.57,33.33,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,27.59,0.0,36.07,0.0,29.62
81, 82,10123492,20012082,AAA AAA82,72.73,75.0,0.0,80.33,77.05,0.0,0.0,0.0,85.71,76.67,0.0,0.0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,0,0,0,79.31,0.0,77.05,0.0,78.4
82, 83,10123493,20012083,AAA AAA83,77.27,82.14,0.0,78.69,81.97,0.0,0.0,0.0,92.86,76.67,0.0,0.0,0.0,0.0,100,0,0.0,0.0,0.0,0.0,0,0,0,82.76,0.0,78.69,0.0,80.85
83, 84,10123494,20012084,AAA AAA84,72.73,75.0,0.0,77.05,77.05,0.0,0.0,0.0,78.57,75.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,0,0,0,82.76,0.0,75.41,0.0,77.06
84, 85,10123495,20012085,AAA AAA85,61.36,53.57,0.0,60.66,59.02,0.0,0.0,0.0,85.71,58.33,0.0,0.0,0.0,0.0,100,0,0.0,0.0,0.0,0.0,0,0,0,58.62,0.0,63.93,0.0,63.47
85, 86,10123496,20012086,AAA AAA86,0.0,81.82,0.0,84.51,89.47,0.0,93.1,83.72,0.0,80.77,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,86.01
86, 87,10123497,20012087,AAA AAA87,61.36,67.86,0.0,62.3,55.74,0.0,0.0,0.0,71.43,70.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,0,0,0,55.17,0.0,77.05,0.0,68.15
87, 88,10123498,20012088,AAA AAA88,61.37,81.82,0.0,87.32,89.47,0.0,90.0,83.72,0.0,100.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,88.19
88, 89,10123499,20012089,AAA AAA89,61.38,82.14,0.0,80.33,78.69,0.0,0.0,0.0,85.71,76.67,0.0,0.0,100.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,82.76,0.0,85.25,0.0,82.18
89, 90,10123500,20012090,AAA AAA90,61.39,78.57,0.0,83.61,81.97,0.0,0.0,0.0,85.71,83.33,0.0,0.0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,0,0,0,89.66,0.0,88.52,0.0,85.3
90, 91,10123501,20012091,AAA AAA91,61.4,75.0,0.0,75.41,77.05,0.0,0.0,0.0,85.71,76.67,0.0,0.0,100.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,89.66,0.0,80.33,0.0,79.73
91, 92,10123502,20012092,AAA AAA92,61.41,78.57,0.0,77.05,81.97,0.0,0.0,0.0,85.71,80.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,82.76,0.0,80.33,0.0,80.62
92, 93,10123503,20012093,AAA AAA93,61.42,71.43,0.0,60.66,67.21,0.0,0.0,0.0,71.43,60.0,0.0,0.0,0.0,0.0,100,0,0.0,0.0,0.0,0.0,0,0,0,82.76,0.0,75.41,0.0,70.38
93, 94,10123504,20012094,AAA AAA94,61.43,92.86,0.0,98.36,98.36,0.0,0.0,0.0,92.86,96.67,0.0,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0,0,0,93.1,0.0,98.36,0.0,97.33
94, 95,10123505,20012095,AAA AAA95,61.44,78.79,0.0,88.73,89.47,0.0,100.0,88.37,0.0,92.31,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,90.74
95, 96,10123506,20012096,AAA AAA96,61.45,85.71,0.0,85.25,81.97,0.0,0.0,0.0,85.71,83.33,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,82.76,0.0,90.16,0.0,85.75
96, 97,10123507,20012097,AAA AAA97,61.46,75.0,0.0,72.13,73.77,0.0,0.0,0.0,85.71,73.33,0.0,0.0,100.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,82.76,0.0,78.69,0.0,76.84
97, 98,10123508,20012098,AAA AAA98,61.47,78.57,0.0,78.69,83.61,0.0,0.0,0.0,85.71,83.33,0.0,0.0,100.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,89.66,0.0,86.89,0.0,85.08
98, 99,10123509,20012099,AAA AAA99,61.48,78.57,0.0,77.05,73.77,0.0,0.0,0.0,78.57,76.67,0.0,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0,0,0,79.31,0.0,88.52,0.0,81.29
99, 100,10123510,20012100,AAA AAA100,61.49,75.0,0.0,72.13,75.41,0.0,0.0,0.0,78.57,70.0,0.0,0.0,0.0,0.0,100,0,0.0,0.0,0.0,0.0,0,0,0,68.97,0.0,78.69,0.0,75.72
100, 101,10123511,20012101,AAA AAA101,61.5,75.0,0.0,75.0,64.91,0.0,78.26,65.12,0.0,76.19,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,70.91
101, 102,10123512,20012102,AAA AAA102,61.51,78.57,0.0,78.69,70.0,0.0,0.0,0.0,93.33,93.33,0.0,0.0,0.0,0.0,0,100,0.0,0.0,0.0,0.0,0,0,0,80.0,0.0,83.61,0.0,82.93
102, 103,10123513,20012103,AAA AAA103,61.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
103,,10123514,20012104,AAA AAA104,61.53,78.57,0.0,75.41,78.33,0.0,0.0,0.0,93.33,76.67,0.0,0.0,0.0,0.0,0,100,0.0,0.0,0.0,0.0,0,0,0,80.0,0.0,78.69,0.0,79.38
104, 105,10123515,20012105,AAA AAA105,61.54,78.57,0.0,83.61,83.33,0.0,0.0,0.0,86.67,83.33,0.0,0.0,100.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,80.0,0.0,85.25,0.0,84.7
105, 106,10123516,20012106,AAA AAA106,61.55,82.14,0.0,85.25,86.67,0.0,0.0,0.0,93.33,86.67,0.0,0.0,100.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,86.67,0.0,91.8,0.0,88.69
106, 107,10123517,20012107,AAA AAA107,61.56,85.71,0.0,80.33,83.33,0.0,0.0,0.0,100.0,93.33,0.0,0.0,0.0,0.0,0,100,0.0,0.0,0.0,0.0,0,0,0,80.0,0.0,81.97,0.0,86.03
107, 108,10123518,20012108,AAA AAA108,61.57,96.43,0.0,100.0,96.67,0.0,0.0,0.0,100.0,93.33,0.0,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0,0,0,93.33,0.0,100.0,0.0,98.0
108, 109,10123519,20012109,AAA AAA109,61.58,0.0,0.0,0.0,75.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,22.56
109, 110,10123520,20012110,AAA AAA110,61.59,78.57,0.0,86.89,86.67,0.0,0.0,0.0,100.0,88.33,0.0,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0,0,0,93.33,0.0,88.52,0.0,88.69
110, 111,10123521,20012111,AAA AAA111,61.6,92.86,0.0,96.72,95.0,0.0,0.0,0.0,93.33,96.67,0.0,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0,0,0,93.33,0.0,96.72,0.0,96.23
111, 112,10123522,20012112,AAA AAA112,61.61,89.29,0.0,88.52,81.67,0.0,0.0,0.0,93.33,90.0,0.0,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0,0,0,80.0,0.0,90.16,0.0,88.25
