,Serial_Number,Roll_Num,Uni_ID,Student Name,AML3201,CSL2301,CSL3307,CSL4207,CSL4208,CSL4305,CSL4318,CSL4336,CSL5210,CSP2301,ECL3311,GEW1601,GEW1603,GEW1604,GEW1605,GEW1607,GEW1608,GEW1609,GEW1610,GEW1611,GEW1613,HUL2401,HUL3301,AMP1201,CSP1307,CSP2210,ECP1311,total
461, 462,10123872,20012462,AAA AAA462,61.411,0.0,75.56,76.27,0.0,78.69,0.0,0.0,80.0,0.0,78.0,0.0,0.0,0.0,0,50,0.0,0.0,0.0,0.0,0,0,0,0.0,87.5,78.33,91.67,78.26
462, 463,10123873,20012463,AAA AAA463,61.412,0.0,80.0,67.8,0.0,78.69,0.0,0.0,66.67,0.0,66.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,100.0,0,0,0,0.0,81.25,66.67,75.0,72.54
463, 464,10123874,20012464,AAA AAA464,61.413000000000004,74.19,0.0,86.15,83.33,100.0,83.87,85.37,0.0,74.19,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,82.81
464, 465,10123875,20012465,AAA AAA465,61.413999999999994,0.0,75.56,74.58,0.0,77.05,0.0,0.0,93.33,0.0,70.0,0.0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,0,0,0,0.0,87.5,75.0,83.33,78.26
465, 466,10123876,20012466,AAA AAA466,61.415,96.77,0.0,98.46,96.67,100.0,90.32,95.12,0.0,90.32,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,94.34
466, 467,10123877,20012467,AAA AAA467,61.416000000000004,0.0,84.44,76.27,0.0,83.61,0.0,0.0,86.67,0.0,82.0,0.0,0.0,0.0,0,0,100.0,0.0,0.0,0.0,0,0,0,0.0,93.75,81.67,83.33,83.52
467, 468,10123878,20012468,AAA AAA468,61.417,0.0,80.0,77.97,0.0,83.61,0.0,0.0,86.67,0.0,86.0,0.0,0.0,0.0,100,0,0.0,0.0,0.0,0.0,0,0,0,0.0,93.75,81.67,100.0,84.67
468, 469,10123879,20012469,AAA AAA469,61.418,0.0,77.78,79.66,0.0,88.52,0.0,0.0,86.67,0.0,80.0,0.0,0.0,0.0,100,0,0.0,0.0,0.0,0.0,0,0,0,0.0,93.75,81.67,91.67,84.21
469, 470,10123880,20012470,AAA AAA470,61.419,0.0,93.33,86.44,0.0,85.25,0.0,0.0,93.33,0.0,90.0,0.0,0.0,0.0,0,0,100.0,0.0,0.0,0.0,0,0,0,0.0,93.75,90.0,100.0,90.62
470, 471,10123881,20012471,AAA AAA471,61.42,0.0,75.56,74.58,0.0,83.61,0.0,0.0,80.0,0.0,90.0,0.0,0.0,0.0,100,0,0.0,0.0,0.0,0.0,0,0,0,0.0,87.5,80.0,100.0,82.84
471, 472,10123882,20012472,AAA AAA472,61.42100000000001,0.0,64.44,61.02,0.0,68.85,0.0,0.0,73.33,0.0,70.0,0.0,100.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,62.5,66.67,66.67,67.73
472, 473,10123883,20012473,AAA AAA473,61.422,0.0,75.0,77.97,0.0,76.27,0.0,0.0,75.0,0.0,73.77,0.0,0.0,0.0,0,0,100.0,0.0,0.0,0.0,0,0,0,0.0,92.86,77.97,86.67,78.97
473, 474,10123884,20012474,AAA AAA474,61.423,0.0,79.55,81.36,0.0,76.27,0.0,0.0,75.0,0.0,77.05,0.0,0.0,0.0,0,100,0.0,0.0,0.0,0.0,0,0,0,0.0,78.57,76.27,93.33,79.42
474, 475,10123885,20012475,AAA AAA475,61.424,0.0,81.82,74.58,0.0,74.58,0.0,0.0,93.75,0.0,73.77,0.0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,0,0,0,0.0,78.57,77.97,80.0,78.97
475, 476,10123886,20012476,AAA AAA476,61.425,0.0,75.0,64.41,0.0,42.37,0.0,0.0,59.38,0.0,47.54,100.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,78.57,37.29,33.33,52.8
476,,10123887,20012477,AAA AAA477,61.426,48.39,0.0,77.27,75.0,0.0,74.19,80.49,0.0,67.74,11.11,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,71.56
477,,10123888,20012478,AAA AAA478,61.427,0.0,84.09,76.27,0.0,76.27,0.0,0.0,81.25,0.0,78.69,0.0,0.0,0.0,0,0,0.0,0.0,0.0,100.0,0,0,0,0.0,78.57,81.36,86.67,80.76
478,,10123889,20012479,AAA AAA479,61.428000000000004,0.0,90.91,89.83,0.0,88.14,0.0,0.0,87.5,0.0,93.44,0.0,100.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,92.86,94.07,100.0,92.39
479,,10123890,20012480,AAA AAA480,61.428999999999995,0.0,95.45,86.44,0.0,83.05,0.0,0.0,81.25,0.0,96.72,100.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,78.57,84.75,93.33,87.92
480,,10123891,20012481,AAA AAA481,61.43,0.0,93.18,89.83,0.0,86.44,0.0,0.0,93.75,0.0,95.08,100.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,78.57,93.22,93.33,91.5
481,,10123892,20012482,AAA AAA482,61.431000000000004,0.0,84.09,76.27,0.0,74.58,0.0,0.0,93.75,0.0,77.05,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,78.57,75.42,80.0,79.19
482,,10123893,20012483,AAA AAA483,61.431999999999995,80.65,0.0,86.36,91.67,0.0,90.32,90.24,0.0,83.87,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,85.33
483,,10123894,20012484,AAA AAA484,61.433,0.0,93.18,88.14,0.0,86.44,0.0,0.0,81.25,0.0,93.44,0.0,0.0,0.0,0,0,100.0,0.0,0.0,0.0,0,0,0,0.0,92.86,90.68,100.0,90.83
484, 485,10123895,20012485,AAA AAA485,61.434,67.74,0.0,84.85,73.33,0.0,67.74,70.73,0.0,58.06,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,68.22
485, 486,10123896,20012486,AAA AAA486,61.435,80.65,0.0,80.3,75.0,0.0,74.19,68.29,0.0,74.19,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,71.56
486, 487,10123897,20012487,AAA AAA487,61.43600000000001,0.0,72.73,74.58,0.0,74.58,0.0,0.0,75.0,0.0,67.21,0.0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,0,0,0,0.0,78.57,73.73,80.0,74.72
487, 488,10123898,20012488,AAA AAA488,61.437,0.0,77.27,77.97,0.0,69.49,0.0,0.0,75.0,0.0,72.13,100.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,71.43,82.2,80.0,77.4
488, 489,10123899,20012489,AAA AAA489,61.438,0.0,79.55,66.1,0.0,42.37,0.0,0.0,68.75,0.0,60.66,100.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,50.0,37.29,53.33,55.48
489, 490,10123900,20012490,AAA AAA490,61.43899999999999,0.0,79.55,77.97,0.0,76.27,0.0,0.0,81.25,0.0,73.77,0.0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,0,0,0,0.0,78.57,76.27,80.0,78.08
490, 491,10123901,20012491,AAA AAA491,61.44,0.0,88.64,84.75,0.0,81.36,0.0,0.0,78.13,0.0,83.61,100.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,92.86,85.59,86.67,85.46
491, 492,10123902,20012492,AAA AAA492,61.441,0.0,95.45,93.22,0.0,88.14,0.0,0.0,87.5,0.0,90.16,100.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,85.71,93.22,100.0,92.17
492, 493,10123903,20012493,AAA AAA493,61.442,0.0,86.36,76.27,0.0,76.27,0.0,0.0,81.25,0.0,75.41,0.0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,0,0,0,0.0,78.57,80.51,86.67,80.31
493, 494,10123904,20012494,AAA AAA494,61.443000000000005,0.0,84.09,84.75,0.0,81.36,0.0,0.0,81.25,0.0,78.69,0.0,0.0,0.0,100,0,0.0,0.0,0.0,0.0,0,0,0,0.0,78.57,79.66,93.33,82.55
494, 495,10123905,20012495,AAA AAA495,61.443999999999996,0.0,86.36,88.14,0.0,76.27,0.0,0.0,78.13,0.0,75.41,75.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,78.57,82.2,86.67,81.21
495, 496,10123906,20012496,AAA AAA496,61.445,0.0,86.36,79.66,0.0,77.97,0.0,0.0,78.13,0.0,72.13,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,81.48,79.66,86.67,80.27
496, 497,10123907,20012497,AAA AAA497,61.446000000000005,0.0,88.64,81.36,0.0,77.97,0.0,0.0,87.5,0.0,80.33,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,85.71,86.44,93.33,85.01
497, 498,10123908,20012498,AAA AAA498,61.446999999999996,0.0,77.27,77.97,0.0,76.27,0.0,0.0,81.25,0.0,75.41,0.0,0.0,0.0,0,100,0.0,0.0,0.0,0.0,0,0,0,0.0,78.57,77.97,80.0,78.52
498, 499,10123909,20012499,AAA AAA499,61.448,0.0,65.91,55.17,0.0,30.51,0.0,0.0,56.25,0.0,39.34,100.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,78.57,33.9,0.0,44.62
499, 500,10123910,20012500,AAA AAA500,61.449,0.0,72.73,55.93,0.0,47.46,0.0,0.0,62.5,0.0,44.26,0.0,0.0,0.0,0,0,100.0,0.0,0.0,0.0,0,0,0,0.0,50.0,61.02,66.67,58.61
500, 501,10123911,20012501,AAA AAA501,61.45,0.0,84.09,77.97,0.0,81.36,0.0,0.0,78.13,0.0,83.61,100.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,78.57,77.97,93.33,81.66
501, 502,10123912,20012502,AAA AAA502,61.451,0.0,84.09,79.66,0.0,76.27,0.0,0.0,87.5,0.0,83.61,0.0,0.0,0.0,100,0,0.0,0.0,0.0,0.0,0,0,0,0.0,78.57,81.36,93.33,82.77
502, 503,10123913,20012503,AAA AAA503,61.452,0.0,77.27,74.58,0.0,74.58,0.0,0.0,81.25,0.0,77.05,0.0,0.0,0.0,0,0,100.0,0.0,0.0,0.0,0,0,0,0.0,78.57,77.97,80.0,78.08
503, 504,10123914,20012504,AAA AAA504,61.453,0.0,84.09,81.36,0.0,83.05,0.0,0.0,81.25,0.0,78.69,0.0,0.0,0.0,100,0,0.0,0.0,0.0,0.0,0,0,0,0.0,78.57,77.97,100.0,82.33
504, 505,10123915,20012505,AAA AAA505,61.45399999999999,0.0,88.64,83.05,0.0,85.0,0.0,0.0,83.33,0.0,83.33,0.0,100.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,86.67,86.21,87.5,85.94
505, 506,10123916,20012506,AAA AAA506,61.455,0.0,72.73,72.88,0.0,61.67,0.0,0.0,83.33,0.0,66.67,0.0,100.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,73.33,68.97,62.5,70.29
506, 507,10123917,20012507,AAA AAA507,61.456,0.0,93.18,83.05,0.0,80.0,0.0,0.0,83.33,0.0,76.67,0.0,0.0,0.0,0,0,100.0,0.0,0.0,0.0,0,0,0,0.0,86.67,86.21,87.5,84.81
507, 508,10123918,20012508,AAA AAA508,61.457,0.0,86.36,77.97,0.0,81.67,0.0,0.0,83.33,0.0,76.67,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100,0,0,0.0,86.67,82.76,81.25,82.31
508, 509,10123919,20012509,AAA AAA509,61.458,0.0,84.09,74.58,0.0,73.33,0.0,0.0,75.0,0.0,66.67,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,75,0,0,0.0,93.33,72.41,68.75,74.6
509, 510,10123920,20012510,AAA AAA510,61.458999999999996,0.0,75.0,72.88,0.0,71.67,0.0,0.0,83.33,0.0,68.33,0.0,100.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,80.0,74.14,68.75,74.38
510, 511,10123921,20012511,AAA AAA511,61.46,96.77,0.0,95.45,96.67,0.0,96.77,95.12,0.0,93.55,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,92.65
511, 512,10123922,20012512,AAA AAA512,61.461000000000006,0.0,79.55,81.36,0.0,81.67,0.0,0.0,91.67,0.0,73.33,0.0,0.0,0.0,0,100,0.0,0.0,0.0,0.0,0,0,0,0.0,80.0,84.48,75.0,81.63
512,,10123923,20012513,AAA AAA513,61.461999999999996,0.0,63.64,62.71,0.0,60.0,0.0,0.0,66.67,0.0,61.67,87.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,60.0,59.48,62.5,62.36
513, 514,10123924,20012514,AAA AAA514,61.463,0.0,75.0,86.44,0.0,81.67,0.0,0.0,75.0,0.0,81.67,100.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,80.0,77.59,87.5,81.18
514, 515,10123925,20012515,AAA AAA515,61.464,67.74,0.0,80.3,80.0,0.0,80.65,80.49,0.0,70.97,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,75.72
515, 516,10123926,20012516,AAA AAA516,61.465,0.0,78.57,75.41,0.0,72.55,0.0,0.0,71.43,0.0,76.67,0.0,100.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,80.0,77.78,87.5,78.04
516, 517,10123927,20012517,AAA AAA517,61.466,0.0,79.55,79.66,0.0,78.33,0.0,0.0,75.0,0.0,78.33,100.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,86.67,70.69,81.25,78.0
517, 518,10123928,20012518,AAA AAA518,61.467,0.0,86.36,86.44,0.0,93.33,0.0,0.0,91.67,0.0,73.33,0.0,100.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,86.67,81.03,87.5,85.03
518, 519,10123929,20012519,AAA AAA519,61.468,0.0,84.09,83.05,0.0,85.0,0.0,0.0,83.33,0.0,76.67,0.0,0.0,0.0,0,100,0.0,0.0,0.0,0.0,0,0,0,0.0,86.67,82.76,87.5,83.67
519, 520,10123930,20012520,AAA AAA520,61.468999999999994,0.0,86.36,88.14,0.0,91.67,0.0,0.0,83.33,0.0,80.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,86.67,86.21,93.75,87.3
520, 521,10123931,20012521,AAA AAA521,61.47,0.0,86.36,84.75,0.0,76.67,0.0,0.0,83.33,0.0,75.0,0.0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,0,0,0,0.0,93.33,79.31,87.5,82.31
521, 522,10123932,20012522,AAA AAA522,61.471000000000004,0.0,75.0,79.66,0.0,76.67,0.0,0.0,83.33,0.0,73.33,0.0,0.0,0.0,0,0,100.0,0.0,0.0,0.0,0,0,0,0.0,80.0,75.86,75.0,77.55
522, 523,10123933,20012523,AAA AAA523,61.472,0.0,79.55,84.75,0.0,81.67,0.0,0.0,83.33,0.0,76.67,0.0,0.0,0.0,0,100,0.0,0.0,0.0,0.0,0,0,0,0.0,73.33,81.03,75.0,80.73
523, 524,10123934,20012524,AAA AAA524,61.473,0.0,63.64,67.8,0.0,71.67,0.0,0.0,58.33,0.0,51.67,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100,0,0,0.0,80.0,69.83,56.25,66.89
524, 525,10123935,20012525,AAA AAA525,61.474,0.0,88.64,88.14,0.0,83.33,0.0,0.0,75.0,0.0,85.0,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,80.0,91.38,87.5,87.07
525, 526,10123936,20012526,AAA AAA526,61.475,0.0,79.55,86.44,0.0,73.33,0.0,0.0,83.33,0.0,76.67,0.0,0.0,0.0,0,0,100.0,0.0,0.0,0.0,0,0,0,0.0,86.67,86.21,81.25,82.54
526, 527,10123937,20012527,AAA AAA527,61.476000000000006,70.97,0.0,81.82,76.67,0.0,74.19,58.54,0.0,67.74,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,67.93
527, 528,10123938,20012528,AAA AAA528,61.477,0.0,77.27,86.44,0.0,80.0,0.0,0.0,83.33,0.0,75.0,0.0,0.0,0.0,0,0,100.0,0.0,0.0,0.0,0,0,0,0.0,80.0,86.21,75.0,82.09
528, 529,10123939,20012529,AAA AAA529,61.478,0.0,65.91,69.49,0.0,66.67,0.0,0.0,75.0,0.0,40.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,100.0,0,0,0,0.0,73.33,67.24,62.5,65.31
529, 530,10123940,20012530,AAA AAA530,61.479,70.97,0.0,80.3,75.0,0.0,51.61,73.17,0.0,48.39,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,64.14
530, 531,10123941,20012531,AAA AAA531,61.48,0.0,84.09,89.83,0.0,83.33,0.0,0.0,83.33,0.0,80.0,0.0,100.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,80.0,86.21,87.5,85.26
531, 532,10123942,20012532,AAA AAA532,61.481,0.0,75.0,76.27,0.0,73.33,0.0,0.0,83.33,0.0,66.67,0.0,0.0,0.0,0,0,100.0,0.0,0.0,0.0,0,0,0,0.0,80.0,66.38,62.5,72.34
532, 533,10123943,20012533,AAA AAA533,61.482,0.0,80.95,81.97,0.0,80.39,0.0,0.0,85.71,0.0,85.0,0.0,0.0,0.0,0,0,100.0,0.0,0.0,0.0,0,0,0,0.0,100.0,85.19,87.5,85.51
533, 534,10123944,20012534,AAA AAA534,61.483000000000004,77.42,0.0,75.41,75.41,0.0,83.87,73.17,0.0,78.57,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,69.64
534, 535,10123945,20012535,AAA AAA535,61.483999999999995,0.0,71.43,75.41,0.0,68.63,0.0,0.0,85.71,0.0,73.33,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,86.67,79.63,75.0,77.34
535, 536,10123946,20012536,AAA AAA536,61.485,75.86,0.0,80.65,80.33,0.0,80.0,87.8,0.0,92.31,40.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,50.0,82.45
536,,10123947,20012537,AAA AAA537,61.486000000000004,0.0,76.19,77.05,0.0,72.55,0.0,0.0,78.57,0.0,75.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,100.0,0,0,0,0.0,86.67,83.33,81.25,79.67
537,,10123948,20012538,AAA AAA538,61.486999999999995,0.0,76.19,78.69,0.0,72.55,0.0,0.0,78.57,0.0,85.0,0.0,0.0,93.75,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,80.0,79.63,87.5,80.14
538,,10123949,20012539,AAA AAA539,61.488,0.0,52.38,55.74,0.0,47.06,0.0,0.0,50.0,0.0,50.0,0.0,0.0,6.25,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,33.33,51.85,50.0,48.36
539, 540,10123950,20012540,AAA AAA540,61.489,0.0,28.57,49.18,0.0,39.22,0.0,0.0,71.43,0.0,33.33,0.0,0.0,0.0,0,0,0.0,0.0,0.0,100.0,0,0,0,0.0,46.67,48.15,25.0,44.86
540, 541,10123951,20012541,AAA AAA541,61.49,74.19,0.0,83.61,73.77,0.0,80.65,85.37,0.0,78.57,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,72.82
541, 542,10123952,20012542,AAA AAA542,61.49100000000001,0.0,78.57,83.61,0.0,78.43,0.0,0.0,100.0,0.0,73.33,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,93.33,87.04,96.88,85.28
542, 543,10123953,20012543,AAA AAA543,61.492,0.0,76.19,81.97,0.0,66.67,0.0,0.0,78.57,0.0,73.33,0.0,100.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,73.33,79.63,75.0,77.1
543, 544,10123954,20012544,AAA AAA544,61.493,0.0,85.71,85.25,0.0,78.43,0.0,0.0,92.86,0.0,78.33,0.0,0.0,0.0,100,0,0.0,0.0,0.0,0.0,0,0,0,0.0,93.33,77.78,78.13,82.71
544, 545,10123955,20012545,AAA AAA545,61.494,0.0,78.57,81.97,0.0,84.31,0.0,0.0,100.0,0.0,83.33,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,93.33,81.48,81.25,84.58
545, 546,10123956,20012546,AAA AAA546,61.495,0.0,78.57,80.33,0.0,72.55,0.0,0.0,92.86,0.0,81.67,0.0,0.0,0.0,0,0,0.0,0.0,0.0,100.0,0,0,0,0.0,93.33,81.48,81.25,82.24
546, 547,10123957,20012547,AAA AAA547,61.496,0.0,76.19,78.69,0.0,72.55,0.0,0.0,85.71,0.0,75.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,100.0,0,0,0,0.0,86.67,79.63,81.25,79.44
547, 548,10123958,20012548,AAA AAA548,61.497,0.0,76.19,75.41,0.0,72.55,0.0,0.0,92.86,0.0,73.33,0.0,75.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,80.0,75.93,81.25,76.87
548, 549,10123959,20012549,AAA AAA549,61.498000000000005,0.0,78.57,81.97,0.0,78.43,0.0,0.0,92.86,0.0,76.67,0.0,100.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,80.0,75.93,75.0,79.67
549, 550,10123960,20012550,AAA AAA550,61.498999999999995,0.0,73.81,73.77,0.0,72.55,0.0,0.0,85.71,0.0,70.0,0.0,0.0,0.0,100,0,0.0,0.0,0.0,0.0,0,0,0,0.0,86.67,75.93,75.0,76.4
550, 551,10123961,20012551,AAA AAA551,61.5,0.0,76.19,77.05,0.0,78.43,0.0,0.0,85.71,0.0,75.0,0.0,0.0,0.0,100,0,0.0,0.0,0.0,0.0,0,0,0,0.0,86.67,83.33,75.0,80.37
551, 552,10123962,20012552,AAA AAA552,61.501000000000005,77.42,0.0,88.52,88.52,0.0,87.1,95.12,0.0,89.29,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,80.68
552, 553,10123963,20012553,AAA AAA553,61.501999999999995,0.0,83.33,85.25,0.0,78.43,0.0,0.0,85.71,0.0,81.67,0.0,0.0,0.0,0,0,87.5,0.0,0.0,0.0,0,0,0,0.0,93.33,85.19,93.75,85.05
553, 554,10123964,20012554,AAA AAA554,61.503,74.19,0.0,81.97,83.61,0.0,83.87,87.8,0.0,87.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,76.22
554, 555,10123965,20012555,AAA AAA555,61.504,77.42,0.0,83.61,80.33,0.0,87.1,87.8,0.0,82.14,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,76.22
555, 556,10123966,20012556,AAA AAA556,61.505,0.0,83.33,86.67,0.0,87.5,0.0,0.0,93.33,0.0,83.61,0.0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,0,0,0,0.0,78.57,78.33,96.55,84.84
556, 557,10123967,20012557,AAA AAA557,61.506,77.42,0.0,80.33,80.33,0.0,90.32,82.93,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,33.33,75.05
557, 558,10123968,20012558,AAA AAA558,61.507,77.42,0.0,85.25,80.33,0.0,87.1,82.93,0.0,85.71,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,33.33,76.33
558, 559,10123969,20012559,AAA AAA559,61.508,0.0,40.48,55.0,0.0,57.14,0.0,0.0,60.0,0.0,44.26,0.0,0.0,0.0,0,0,0.0,0.0,0.0,100.0,0,0,0,0.0,50.0,64.17,48.28,56.11
559, 560,10123970,20012560,AAA AAA560,61.50899999999999,0.0,73.81,78.33,0.0,76.79,0.0,0.0,80.0,0.0,75.41,0.0,0.0,0.0,100,0,0.0,0.0,0.0,0.0,0,0,0,0.0,71.43,71.67,75.86,75.79
560, 561,10123971,20012561,AAA AAA561,61.51,0.0,69.05,73.33,0.0,62.5,0.0,0.0,73.33,0.0,59.02,0.0,0.0,0.0,0,0,0.0,87.5,0.0,0.0,0,0,0,0.0,71.43,71.67,55.17,68.33
561, 562,10123972,20012562,AAA AAA562,61.511,0.0,76.19,73.33,0.0,76.79,0.0,0.0,73.33,0.0,75.41,0.0,0.0,0.0,0,100,0.0,0.0,0.0,0.0,0,0,0,0.0,78.57,75.0,75.86,76.24
562, 563,10123973,20012563,AAA AAA563,61.512,0.0,73.81,76.67,0.0,76.79,0.0,0.0,80.0,0.0,75.41,0.0,0.0,0.0,0,0,0.0,87.5,0.0,0.0,0,0,0,0.0,71.43,71.67,48.28,73.3
563, 564,10123974,20012564,AAA AAA564,61.513000000000005,0.0,71.43,73.33,0.0,76.79,0.0,0.0,80.0,0.0,73.77,0.0,0.0,0.0,0,0,0.0,0.0,0.0,100.0,0,0,0,0.0,78.57,75.0,68.97,75.57
564, 565,10123975,20012565,AAA AAA565,61.513999999999996,0.0,73.81,73.33,0.0,73.21,0.0,0.0,80.0,0.0,73.77,0.0,0.0,0.0,0,0,0.0,0.0,0.0,100.0,0,0,0,0.0,78.57,75.0,68.97,75.34
565, 566,10123976,20012566,AAA AAA566,61.515,0.0,76.19,73.33,0.0,75.0,0.0,0.0,73.33,0.0,73.77,0.0,0.0,0.0,0,0,0.0,87.5,0.0,0.0,0,0,0,0.0,78.57,73.33,62.07,73.98
566, 567,10123977,20012567,AAA AAA567,61.516000000000005,0.0,71.43,75.0,0.0,78.57,0.0,0.0,86.67,0.0,85.25,0.0,0.0,0.0,100,0,0.0,0.0,0.0,0.0,0,0,0,0.0,78.57,75.83,89.66,79.64
567, 568,10123978,20012568,AAA AAA568,61.516999999999996,0.0,76.19,73.33,0.0,76.79,0.0,0.0,73.33,0.0,80.33,0.0,0.0,0.0,100,0,0.0,0.0,0.0,0.0,0,0,0,0.0,78.57,75.0,68.97,76.47
568, 569,10123979,20012569,AAA AAA569,61.518,80.65,0.0,88.52,85.25,0.0,87.1,95.12,0.0,89.29,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,80.81
569, 570,10123980,20012570,AAA AAA570,61.519,0.0,76.19,80.0,0.0,76.79,0.0,0.0,86.67,0.0,77.05,0.0,0.0,0.0,100,0,0.0,0.0,0.0,0.0,0,0,0,0.0,78.57,75.0,72.41,78.05
570, 571,10123981,20012571,AAA AAA571,61.52,0.0,85.71,85.0,0.0,85.71,0.0,0.0,80.0,0.0,83.61,0.0,0.0,0.0,0,0,100.0,0.0,0.0,0.0,0,0,0,0.0,78.57,86.67,82.76,85.07
571, 572,10123982,20012572,AAA AAA572,61.521,0.0,76.19,81.67,0.0,76.79,0.0,0.0,80.0,0.0,77.05,0.0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,0,0,0,0.0,78.57,76.67,75.86,78.51
